User ID,Nombre_Completo,Rol_Hospitalario,Pais_Residencia,Ciudad_Base,Turno_Asignado,Estado_Cuenta,Fecha_Ingreso
4835507403952090845,Jonathan Zimmerman,Médico Especialista,CO,Bucaramanga,Administrativo,Activo,2019-12-23
4849633478877767056,Jessica Rosario,Médico General,CO,Ibagué,Nocturno,Activo,2018-04-22
4856007174062145626,James Lewis,Auxiliar de Enfermería,CO,Ibagué,Administrativo,Activo,2018-09-22
4890800296113684691,William Martinez,Personal de Laboratorio,CO,Bucaramanga,Administrativo,Activo,2017-09-02
4900149713990302830,Philip Bush,Administrativo - RRHH,CO,Cali,Administrativo,Activo,2021-09-10
4906414871908534436,Garrett Wilson,Enfermero/a,EC,Guayaquil,Nocturno,Activo,2019-03-26
4914790994594732239,Emily Cherry,Médico Especialista,CO,Ibagué,Nocturno,Activo,2020-09-03
4915433629492962693,Donna Wyatt,Personal de TI / Soporte,CO,Ibagué,Diurno,Activo,2018-05-18
4920316975516739258,Ryan Alvarez,Médico General,CO,Cali,Tarde,Activo,2022-10-16
4924946594527455219,Zachary Vasquez,Médico General,CO,Barranquilla,Nocturno,Activo,2017-08-16
4943946022675194476,Matthew Miller,Enfermero/a,CO,Ibagué,Tarde,Activo,2017-12-20
4953444768940311847,Kevin Garcia,Auxiliar de Enfermería,CO,Ibagué,Administrativo,Activo,2025-01-02
4968743199134474245,Amy Hester,Administrativo - RRHH,CO,Barranquilla,Diurno,Activo,2019-09-23
4969850579861317355,Wanda Martinez,Personal de Laboratorio,CO,Bogotá,Tarde,Activo,2024-03-21
4985922113313541044,Diana Reeves,Farmacéutico/a,CO,Bucaramanga,Tarde,Activo,2021-11-30
5004137365507683180,Richard Schneider,Médico General,CL,Santiago,Tarde,Activo,2020-04-12
5015187374044222248,Larry Sullivan,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2021-01-14
5019008224382629855,Randy Rodriguez,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2018-12-08
5025669990948031057,Mark Taylor Jr.,Médico General,US,Los Ángeles,Nocturno,Activo,2017-02-25
5026035519103077582,Michael Stanton,Enfermero/a,ES,Barcelona,Tarde,Activo,2020-02-14
5028842981701658071,Brittany Howell,Enfermero/a,CO,Barranquilla,Diurno,Activo,2017-07-18
5039852212304732957,Paul Saunders,Médico Especialista,AR,Córdoba,Diurno,Activo,2023-10-24
5041872158270700424,Matthew Henry,Auxiliar de Enfermería,CO,Medellín,Tarde,Activo,2019-01-13
5043883145945345686,Scott Payne,Farmacéutico/a,CO,Barranquilla,Diurno,Activo,2025-04-02
5046207527905557768,Jeffrey Melendez,Médico Especialista,AR,Córdoba,Nocturno,Activo,2020-02-17
5053868047406894395,James Stevens,Auxiliar de Enfermería,MX,Puebla,Nocturno,Inactivo,2016-12-22
5053953363115837015,Shannon Turner,Personal de Laboratorio,CO,Barranquilla,Diurno,Activo,2023-01-12
5060060626297936366,Chad Baldwin MD,Personal de Laboratorio,CO,Barranquilla,Tarde,Activo,2017-08-30
5061499438914120426,Mary Jennings,Administrativo - Facturación,CO,Bucaramanga,Diurno,Activo,2021-10-29
5061585867301495951,Scott Hunter,Enfermero/a,CO,Bogotá,Diurno,Activo,2020-03-14
5069339987088785245,Wesley Jensen MD,Administrativo - Facturación,US,Houston,Administrativo,Inactivo,2025-06-23
5081120541466327157,Alfred Williams,Médico General,CO,Barranquilla,Tarde,Activo,2024-03-18
5093897273277375167,Patrick Johnson,Enfermero/a,CO,Cali,Administrativo,Activo,2024-09-12
5096806872912769727,Brent Reed,Médico General,CO,Bucaramanga,Diurno,Inactivo,2019-11-23
5101071796416748783,Matthew Wright,Enfermero/a,CO,Cali,Diurno,Activo,2022-07-06
5101914332728660260,Susan Jones,Enfermero/a,CO,Cali,Tarde,Activo,2019-06-04
5112587866011917360,Alejandro Nguyen,Médico General,EC,Quito,Tarde,Activo,2020-10-29
5117783629314804100,Laura Valenzuela,Personal de Laboratorio,CO,Bucaramanga,Administrativo,Activo,2019-01-29
5128452573302098167,Leah Odom,Enfermero/a,CO,Barranquilla,Diurno,Activo,2020-01-29
5132130347268772938,Kenneth Stokes,Enfermero/a,CO,Bogotá,Administrativo,Activo,2017-07-30
5134419357863184504,Gabriella Shaw,Médico Especialista,CO,Bogotá,Administrativo,Activo,2023-07-25
5135926393472575980,Lucas Cox,Enfermero/a,CO,Bogotá,Tarde,Activo,2020-08-08
5139118990022279075,Ryan Cobb PhD,Enfermero/a,CO,Bogotá,Diurno,Activo,2021-07-02
5143541310487274791,Anthony Davies,Enfermero/a,CO,Barranquilla,Tarde,Activo,2020-04-18
5153498551883519435,Patrick Davis,Médico General,CO,Bogotá,Diurno,Activo,2024-04-10
5153617141246255860,George Jones,Personal de Laboratorio,PE,Cusco,Nocturno,Activo,2023-11-21
5160012637157031253,Daniel Flynn,Personal de TI / Soporte,CO,Bucaramanga,Tarde,Activo,2022-07-17
5161934907400606400,Robert Reynolds,Auxiliar de Enfermería,CO,Cali,Administrativo,Activo,2021-07-15
5162123262437548306,James Weber,Farmacéutico/a,CO,Medellín,Nocturno,Activo,2020-10-03
5173824865765960556,Catherine Smith,Administrativo - RRHH,CO,Ibagué,Tarde,Activo,2023-01-03
5177383981467350759,Laura Lewis,Directivo / Gerencia,CL,Santiago,Nocturno,Activo,2025-05-03
5193645575736523929,Julie Giles,Auxiliar de Enfermería,CO,Ibagué,Tarde,Activo,2021-06-22
5207708654753086718,Patricia Hamilton,Administrativo - RRHH,CO,Ibagué,Administrativo,Activo,2021-10-09
5209732236327092875,Kelly Diaz,Personal de TI / Soporte,CO,Ibagué,Diurno,Activo,2018-01-03
5213255972756585417,Michael Evans,Personal de Laboratorio,CL,Valparaíso,Administrativo,Activo,2020-08-06
5222668878562077597,Ronald Brown,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2018-07-06
5245901936202245891,Rodney Lucas,Médico Especialista,CO,Bogotá,Administrativo,Activo,2018-12-26
5284832294171447596,Jennifer Wilson,Médico Especialista,CO,Barranquilla,Tarde,Activo,2018-05-28
5296607102499508052,Ronald Marshall,Enfermero/a,CO,Cali,Nocturno,Activo,2021-09-19
5305349176162921687,Matthew Johnson,Auxiliar de Enfermería,PE,Cusco,Diurno,Inactivo,2018-02-10
5310094191040864162,David Lara,Enfermero/a,CO,Barranquilla,Nocturno,Activo,2022-08-10
5312533234847665245,Samuel Stuart,Auxiliar de Enfermería,CO,Bucaramanga,Diurno,Inactivo,2021-01-18
5318779647223963451,Scott Miller,Auxiliar de Enfermería,CO,Bogotá,Diurno,Activo,2022-02-03
5331403461713385389,Stephanie Russell,Administrativo - Facturación,AR,Córdoba,Tarde,Activo,2019-12-13
5342463712363851926,Ann Hahn,Médico Especialista,CO,Ibagué,Diurno,Activo,2023-03-13
5360534440357415447,Brian Navarro,Médico General,CO,Cali,Tarde,Inactivo,2025-01-27
5362590705034004704,Sandra Herring,Personal de Laboratorio,EC,Guayaquil,Nocturno,Activo,2025-01-23
5367302703509831081,Stephen Young,Administrativo - Facturación,CO,Bogotá,Diurno,Activo,2017-10-11
5374441115329322920,Erin Silva,Directivo / Gerencia,AR,Rosario,Nocturno,Activo,2020-03-09
5380855572002333200,Cynthia Henderson,Administrativo - RRHH,MX,Guadalajara,Diurno,Activo,2017-12-23
5385353061085086391,Wayne Gonzales,Administrativo - RRHH,CO,Medellín,Nocturno,Activo,2018-12-19
5427756669099349126,Katherine Brooks,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2025-03-20
5442853560519803949,Jeff Vega,Enfermero/a,CO,Barranquilla,Tarde,Activo,2025-05-07
5444391683043775678,Taylor Cox,Enfermero/a,CO,Medellín,Nocturno,Activo,2023-02-13
5456108831066236697,Alisha Rasmussen,Auxiliar de Enfermería,CO,Bogotá,Administrativo,Activo,2022-02-17
5456884400625069352,Mary Everett,Personal de TI / Soporte,US,Houston,Nocturno,Activo,2022-11-23
5461904091838956343,Cynthia Tran,Enfermero/a,CO,Ibagué,Tarde,Activo,2019-06-18
5467925616478674781,Heidi Burnett,Auxiliar de Enfermería,CO,Cali,Tarde,Inactivo,2017-10-11
5476573187671898507,Shannon Price,Enfermero/a,CO,Bogotá,Nocturno,Activo,2024-11-12
5480673277858934888,William Scott,Médico General,CO,Cali,Diurno,Activo,2017-06-28
5483061957889865085,Cynthia Clark,Médico General,CO,Ibagué,Nocturno,Activo,2024-09-09
5488954587912630420,Lynn Suarez,Médico Especialista,ES,Barcelona,Diurno,Activo,2023-07-31
5492761760210301306,Andrew Delacruz,Personal de TI / Soporte,CO,Barranquilla,Nocturno,Activo,2024-02-01
5492911495246752051,Kaitlin Gutierrez,Enfermero/a,CO,Ibagué,Diurno,Activo,2024-03-31
5496717296546864056,Sherri Wilkins,Administrativo - Facturación,CO,Ibagué,Diurno,Activo,2024-02-05
5503873746490680808,Katie Bell,Farmacéutico/a,CO,Ibagué,Administrativo,Activo,2022-02-05
5506037544442999100,Nancy Chavez,Médico General,CL,Concepción,Administrativo,Activo,2016-12-03
5510341371943159869,Martin Mccoy,Médico General,CO,Bucaramanga,Administrativo,Activo,2023-10-19
5513052439442297131,James Fuller,Administrativo - Facturación,CO,Ibagué,Administrativo,Activo,2019-07-03
5514146552632979910,Christopher Black,Enfermero/a,CO,Bogotá,Tarde,Activo,2025-05-28
5515842867458792185,Pamela Bradford,Personal de TI / Soporte,CO,Ibagué,Diurno,Inactivo,2022-11-07
5527256195044970680,Emma Mendoza,Médico Especialista,CO,Bucaramanga,Diurno,Inactivo,2023-04-18
5535061293275876844,Michael Serrano,Farmacéutico/a,PE,Cusco,Tarde,Activo,2023-11-16
5542517061449825725,Jason White,Administrativo - Facturación,CL,Valparaíso,Diurno,Activo,2024-07-25
5554427212732672125,Stacey Walker,Médico General,CO,Bogotá,Administrativo,Activo,2025-03-18
5567305977541394999,Maria Sims,Enfermero/a,CO,Medellín,Diurno,Inactivo,2024-11-02
5568899457484003249,Christina Haynes,Directivo / Gerencia,CO,Cali,Diurno,Activo,2018-03-13
5612215196136712962,Jeffrey Green,Enfermero/a,CO,Bucaramanga,Diurno,Activo,2017-06-24
5626129633641571479,Travis Wilson,Enfermero/a,CO,Cali,Diurno,Activo,2023-02-22
5629002446393000405,Thomas Chavez,Enfermero/a,CO,Cali,Diurno,Activo,2022-09-28
5638286541822608397,Micheal Lee,Médico General,CO,Cali,Nocturno,Activo,2024-06-08
5660489281659171252,Donna Snyder,Personal de Laboratorio,CO,Bogotá,Diurno,Activo,2017-11-06
5661677367995093397,Lindsay Carney,Personal de Laboratorio,CO,Medellín,Nocturno,Activo,2019-03-24
5710523265613997163,Jennifer Ortiz,Enfermero/a,CO,Medellín,Administrativo,Activo,2017-12-28
5738416581368400732,Dennis Williamson,Administrativo - Facturación,CO,Ibagué,Nocturno,Activo,2024-11-04
5764254463469423707,Michael Ellis,Médico General,CO,Bucaramanga,Nocturno,Activo,2016-10-08
5765744772382528444,Frank Steele,Médico Especialista,CO,Barranquilla,Tarde,Activo,2022-11-10
5777937626363281644,Michelle Fitzgerald,Auxiliar de Enfermería,AR,Buenos Aires,Diurno,Activo,2018-12-26
5798330671789236162,Anthony Cook,Directivo / Gerencia,CO,Medellín,Diurno,Activo,2018-10-16
5807314463293209569,Yesenia Crosby,Médico Especialista,CO,Bucaramanga,Administrativo,Activo,2025-05-20
5821698371739284324,Nicole Williams,Médico General,CO,Bucaramanga,Nocturno,Activo,2018-12-17
5823555036646775121,Elizabeth Foster,Auxiliar de Enfermería,CO,Bogotá,Diurno,Activo,2020-01-07
5825376841676484478,Kristin Carpenter,Administrativo - Facturación,CO,Bogotá,Tarde,Activo,2019-01-08
5844624333216063824,Tara Humphrey,Médico Especialista,CO,Bucaramanga,Nocturno,Activo,2017-11-12
5860620416405828134,Joseph Thomas,Enfermero/a,CO,Ibagué,Nocturno,Activo,2017-09-24
5870451731851514186,Carl Savage,Personal de Laboratorio,CO,Medellín,Tarde,Activo,2024-03-11
5878154125119543950,Tammy Campbell,Enfermero/a,MX,Puebla,Administrativo,Inactivo,2024-07-27
5880896544232939920,Pam Baker,Médico General,MX,Puebla,Nocturno,Activo,2019-06-30
5885277640752358694,Emily Vang,Médico General,CO,Barranquilla,Nocturno,Activo,2023-07-21
5889251997599520304,Samuel Sandoval,Enfermero/a,CO,Cali,Diurno,Activo,2023-11-11
5890909920730789994,Charles Hall,Enfermero/a,CO,Medellín,Diurno,Activo,2016-12-31
5894494747232152680,Michael Graham,Administrativo - RRHH,CO,Cali,Administrativo,Activo,2025-08-20
5904048086624944450,Amanda Kelly,Farmacéutico/a,CO,Cali,Tarde,Activo,2023-01-22
5910911926772490984,Mr. Ryan Camacho,Farmacéutico/a,CO,Bucaramanga,Tarde,Activo,2017-10-16
5914488551386414121,Sean White,Directivo / Gerencia,CO,Cali,Tarde,Activo,2018-03-12
5941940108793698487,Denise Macdonald,Enfermero/a,CO,Ibagué,Diurno,Activo,2021-12-13
5943719112432205747,Valerie Fox,Enfermero/a,CO,Ibagué,Nocturno,Activo,2021-10-25
5953212865859714821,Billy Tate,Personal de TI / Soporte,CO,Bogotá,Diurno,Inactivo,2022-10-08
5959283065713811955,Allison Maldonado,Médico General,CO,Bogotá,Nocturno,Activo,2022-10-21
5965234764692609227,Kevin Bean,Personal de Laboratorio,CO,Medellín,Tarde,Activo,2024-03-18
5976687382201211844,Brad Rivas,Personal de Laboratorio,CO,Medellín,Diurno,Activo,2022-08-12
5982204904488821240,Tyler Wheeler,Médico Especialista,ES,Madrid,Diurno,Activo,2016-09-24
5984308878371983096,Mary Tapia,Enfermero/a,ES,Madrid,Nocturno,Activo,2019-08-08
5986742791445032352,Morgan Bernard,Médico General,CO,Cali,Diurno,Activo,2021-10-19
5990960598661222188,Anthony Schneider,Médico General,CO,Barranquilla,Diurno,Activo,2019-08-03
5991742107994142776,Benjamin Crane,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2020-02-10
6007891624317434404,Christopher Hanna,Enfermero/a,CO,Barranquilla,Tarde,Activo,2024-06-19
6041274994364604895,Samuel Martin,Personal de Laboratorio,CO,Barranquilla,Tarde,Activo,2023-09-11
6047482616589487025,Paul Valdez,Personal de TI / Soporte,CO,Ibagué,Diurno,Activo,2017-10-06
6050419099741509541,Jeffrey Drake MD,Administrativo - Facturación,CO,Barranquilla,Administrativo,Activo,2022-11-04
6075102866696686573,Max Collier,Enfermero/a,PE,Arequipa,Diurno,Activo,2021-04-17
6108717617053810813,Stephen Alvarez MD,Enfermero/a,CO,Cali,Diurno,Activo,2020-06-26
6110547738639800900,Rita Austin,Médico General,CO,Medellín,Diurno,Activo,2020-08-01
6122439136732365739,Andrew Peterson,Médico Especialista,CO,Ibagué,Diurno,Activo,2020-11-06
6124599432935453223,Michael Moore,Personal de TI / Soporte,CO,Bogotá,Diurno,Activo,2021-02-19
6135796930820059218,Kelly Roberts,Enfermero/a,CO,Cali,Diurno,Activo,2020-08-12
6147488489685800395,Karen Hernandez,Médico General,CL,Valparaíso,Diurno,Activo,2017-10-30
6147543193967175966,Sarah Mills,Administrativo - Facturación,ES,Madrid,Tarde,Activo,2019-05-04
6148899923985619227,Billy Williams,Enfermero/a,CO,Cali,Administrativo,Activo,2017-08-24
6161674077305184960,Brandon Guerrero,Médico Especialista,MX,Puebla,Diurno,Activo,2021-10-17
6167910012482810100,David Miller,Médico General,CO,Ibagué,Diurno,Activo,2021-03-17
6171584243124033692,Matthew White,Auxiliar de Enfermería,CO,Bucaramanga,Administrativo,Inactivo,2018-04-26
6183101971754197535,Bradley Mcdowell,Personal de Laboratorio,CO,Cali,Administrativo,Activo,2019-05-11
6183296779973553466,Jordan Santiago,Médico General,CO,Bogotá,Nocturno,Inactivo,2022-04-17
6185265967282028394,Vincent Savage,Personal de TI / Soporte,CO,Medellín,Diurno,Activo,2018-05-13
6192675916506294685,Paul Munoz,Administrativo - Facturación,CO,Barranquilla,Tarde,Activo,2024-07-10
6215022581968084801,Joseph Smith,Administrativo - Facturación,CO,Ibagué,Diurno,Activo,2017-09-23
6223080216246891284,John Holt,Médico General,PE,Lima,Diurno,Activo,2024-06-30
6231159875822301880,Lindsay Tucker,Médico Especialista,CO,Bogotá,Tarde,Activo,2022-03-31
6232270954670348745,Heather Nunez,Administrativo - RRHH,AR,Buenos Aires,Tarde,Activo,2022-11-21
6240739768547986272,Eric Martinez,Enfermero/a,CO,Cali,Tarde,Inactivo,2016-10-20
6255764330988719967,Alan Waller,Auxiliar de Enfermería,AR,Buenos Aires,Nocturno,Activo,2024-05-29
6258798130021699822,Matthew Santos,Personal de Laboratorio,CO,Medellín,Diurno,Inactivo,2020-08-07
6261284736945258485,Rachel Lee,Médico Especialista,CO,Cali,Diurno,Activo,2019-05-22
6263270895575367672,John Johnson,Personal de Laboratorio,CO,Cali,Nocturno,Activo,2018-03-04
6269466844685623335,Michael Maynard,Personal de TI / Soporte,PE,Arequipa,Administrativo,Activo,2020-12-02
6270936794069100232,Lauren Harris,Personal de Laboratorio,CO,Bogotá,Diurno,Activo,2021-10-20
6274895871108110973,Amber Smith,Enfermero/a,CO,Bogotá,Tarde,Inactivo,2022-05-09
6286565956102304091,Veronica Allison,Administrativo - RRHH,MX,Puebla,Diurno,Activo,2023-04-24
6287540885112145048,Kristen Roberts,Auxiliar de Enfermería,CO,Bucaramanga,Diurno,Inactivo,2021-01-24
6291149044157486329,Mr. Logan Gregory,Personal de Laboratorio,AR,Córdoba,Nocturno,Inactivo,2024-01-11
6308643874094081622,Miguel Rice MD,Administrativo - Facturación,CO,Medellín,Diurno,Activo,2019-07-10
6316090675747493994,Steven Butler,Personal de Laboratorio,CO,Medellín,Tarde,Activo,2020-12-08
6338157040432685864,Todd Reed DDS,Enfermero/a,CO,Barranquilla,Tarde,Activo,2016-11-12
6349000697105477899,Corey Cooper,Médico Especialista,CO,Ibagué,Diurno,Activo,2018-10-07
6349798974897746297,Terry Morgan,Médico General,CO,Bucaramanga,Diurno,Activo,2022-02-05
6354936826237005650,Mary Anderson,Auxiliar de Enfermería,CO,Medellín,Diurno,Activo,2019-04-27
6359888054674582805,Toni Whitaker,Auxiliar de Enfermería,CO,Ibagué,Administrativo,Activo,2022-09-26
6363553784762528067,Rebecca Marsh,Auxiliar de Enfermería,MX,Monterrey,Nocturno,Activo,2024-04-11
6371314297458308001,Diane Curry,Enfermero/a,PE,Lima,Tarde,Activo,2022-09-06
6379583411845046404,Curtis Obrien,Personal de Laboratorio,CO,Barranquilla,Diurno,Activo,2017-08-02
6384542682630308174,Xavier Torres,Personal de TI / Soporte,CO,Bucaramanga,Nocturno,Activo,2018-07-25
6384595580400452068,Albert Ibarra,Médico General,CO,Bogotá,Diurno,Activo,2019-11-22
6388209872665936727,Ronald Kline,Personal de Laboratorio,AR,Córdoba,Tarde,Activo,2016-12-19
6389937855652867217,Jeffrey Williamson,Farmacéutico/a,MX,Ciudad de México,Nocturno,Activo,2017-10-06
6392642166969572638,David Peterson,Auxiliar de Enfermería,CO,Barranquilla,Tarde,Activo,2019-11-16
6401266619059457664,Shawn Adams,Médico General,CO,Bogotá,Diurno,Activo,2018-01-14
6411135840795574350,Kaylee Caldwell,Personal de Laboratorio,PE,Arequipa,Diurno,Activo,2023-01-13
6411337093567563398,Jessica Bryant,Directivo / Gerencia,AR,Rosario,Diurno,Activo,2024-04-02
6418631697448817524,Brian Bishop,Personal de Laboratorio,CO,Barranquilla,Tarde,Activo,2023-09-19
6423916633543575112,Samantha Williams,Personal de TI / Soporte,ES,Sevilla,Administrativo,Activo,2017-08-17
6426175986725924318,Shelby Bartlett,Directivo / Gerencia,CO,Bucaramanga,Diurno,Activo,2018-02-03
6437964831378756624,Jeremy Hunter,Enfermero/a,CO,Bucaramanga,Tarde,Activo,2023-04-09
6438642199201205341,Matthew Cook,Auxiliar de Enfermería,MX,Puebla,Nocturno,Activo,2017-12-01
6441255597369562002,Jessica Perry,Enfermero/a,CO,Cali,Diurno,Activo,2023-08-07
6449675673133871638,Robert Peterson,Directivo / Gerencia,CO,Bogotá,Diurno,Activo,2021-03-23
6450481213051928509,Jaime Fischer,Médico Especialista,PE,Arequipa,Diurno,Activo,2019-12-04
6457404545976392063,Brittany Molina,Enfermero/a,AR,Buenos Aires,Nocturno,Activo,2020-06-22
6459370126352729844,Robert Gutierrez,Administrativo - RRHH,CO,Cali,Tarde,Activo,2020-05-12
6474025932458818295,Samuel Norton,Enfermero/a,CO,Medellín,Nocturno,Activo,2019-12-08
6474044916170560120,Charles Smith,Personal de Laboratorio,MX,Puebla,Administrativo,Activo,2023-12-08
6482995263541583349,Angela Edwards,Enfermero/a,CO,Bucaramanga,Nocturno,Activo,2025-07-07
6483357321576261403,Antonio Malone,Directivo / Gerencia,EC,Guayaquil,Administrativo,Activo,2022-08-14
6492705224652202657,Stephanie Brown,Administrativo - RRHH,CO,Bogotá,Nocturno,Activo,2022-05-13
6496587653539203448,Mary Meyer,Enfermero/a,CO,Barranquilla,Administrativo,Activo,2019-05-05
6507118612350430519,Michael Spencer,Personal de Laboratorio,CO,Bogotá,Nocturno,Activo,2019-06-02
6524245665836667712,Susan Smith,Enfermero/a,ES,Barcelona,Nocturno,Activo,2019-03-13
6541017373552368867,Tami Graves,Auxiliar de Enfermería,EC,Guayaquil,Nocturno,Activo,2020-09-10
6548147679579047031,Joshua Kramer,Farmacéutico/a,CO,Ibagué,Administrativo,Activo,2022-07-19
6571652393323447655,Stacy Harrington,Administrativo - Facturación,CO,Barranquilla,Tarde,Activo,2020-04-26
6579525504279805158,Eric Johnson,Médico Especialista,MX,Ciudad de México,Nocturno,Activo,2019-09-09
6595528343118570283,Natalie Martinez,Médico General,CO,Barranquilla,Tarde,Activo,2025-08-09
6599313642715139096,Brandon Arnold,Farmacéutico/a,CO,Cali,Administrativo,Activo,2021-05-15
6607041238992351096,Caitlin Johnson,Auxiliar de Enfermería,PE,Cusco,Tarde,Activo,2023-11-06
6638647232003036393,Daisy Schroeder,Auxiliar de Enfermería,ES,Valencia,Nocturno,Activo,2023-03-21
6639481079710834697,Mrs. Amy Watson,Médico Especialista,PE,Lima,Nocturno,Activo,2022-04-27
6644538355362196370,Anthony Curtis,Enfermero/a,CO,Cali,Administrativo,Activo,2017-10-20
6646201195978670936,Norman Chavez,Administrativo - RRHH,CO,Medellín,Diurno,Activo,2025-07-10
6647990587291882020,Virginia Cunningham,Médico Especialista,PE,Lima,Nocturno,Activo,2024-09-22
6659528085725253567,Kim Larson,Enfermero/a,CO,Ibagué,Nocturno,Activo,2019-10-31
6672484644424241447,Richard Espinoza,Personal de TI / Soporte,CO,Bucaramanga,Administrativo,Activo,2022-09-24
6677647142505279552,Kelly Wright,Médico Especialista,PE,Lima,Administrativo,Activo,2019-08-18
6698446298723923041,Samantha Ward,Personal de Laboratorio,CO,Ibagué,Tarde,Activo,2017-07-24
6700102100668596079,Sandra Miller,Enfermero/a,PE,Cusco,Tarde,Activo,2017-03-28
6711848545572642424,Karen Griffin,Administrativo - RRHH,CO,Medellín,Diurno,Activo,2020-01-01
6721530111319695285,Leah Stone,Personal de Laboratorio,US,Houston,Administrativo,Activo,2020-03-25
6765957349707210664,Jonathan Henderson,Administrativo - RRHH,CO,Cali,Diurno,Activo,2020-08-21
6778210238413353435,Katherine Mcpherson,Médico General,CO,Bucaramanga,Nocturno,Activo,2024-02-03
6787593221941679608,Cameron Dawson,Auxiliar de Enfermería,CL,Concepción,Nocturno,Activo,2017-11-04
6847739732680311987,Sharon Wilson,Personal de Laboratorio,CO,Medellín,Tarde,Activo,2018-08-04
6850619481042442558,Paul Raymond,Médico General,CO,Medellín,Diurno,Activo,2020-01-01
6861370117843456901,Lindsay Ortiz,Médico General,CO,Bogotá,Diurno,Activo,2017-10-07
6867128396716526913,Amanda Hernandez,Médico Especialista,ES,Barcelona,Administrativo,Activo,2020-01-09
6889351965310412102,Elizabeth Tucker PhD,Personal de TI / Soporte,PE,Arequipa,Tarde,Activo,2017-12-16
6905358357268072079,Amber Shannon,Farmacéutico/a,CO,Medellín,Diurno,Activo,2024-09-05
6906336916791130270,Robert Burns,Auxiliar de Enfermería,CO,Medellín,Nocturno,Activo,2017-10-12
6909740233895646499,Seth Butler,Personal de Laboratorio,CO,Ibagué,Diurno,Activo,2021-11-01
6926064768461903833,Stephanie Harrington,Auxiliar de Enfermería,US,Miami,Administrativo,Activo,2020-12-15
6940674759971648015,Lisa Gill,Enfermero/a,US,Los Ángeles,Diurno,Activo,2021-03-22
6960721146678836729,Jerry Cole,Enfermero/a,US,Miami,Diurno,Activo,2024-06-22
6961740946084116595,Robert Beck,Farmacéutico/a,CO,Medellín,Diurno,Activo,2020-05-13
6975199246213173231,James Weaver,Médico General,CO,Bucaramanga,Tarde,Activo,2025-04-20
6983265865670936663,Nancy Brewer,Administrativo - RRHH,MX,Puebla,Tarde,Activo,2024-06-21
6985335232154564987,Laura Hogan,Administrativo - Facturación,MX,Puebla,Nocturno,Activo,2023-01-17
6990654352496267389,Becky Hansen,Enfermero/a,CO,Ibagué,Tarde,Activo,2018-05-30
6991839293932965036,Laura Brown,Auxiliar de Enfermería,CO,Ibagué,Diurno,Activo,2021-10-23
6991904772622815832,John Prince,Médico Especialista,CO,Barranquilla,Diurno,Activo,2017-10-05
6993895427089792261,Catherine Smith,Directivo / Gerencia,CO,Bucaramanga,Diurno,Activo,2023-10-05
7019580838974574303,Michael Clay,Personal de TI / Soporte,CO,Ibagué,Administrativo,Activo,2020-09-04
7045589741468549624,Lisa Morales,Personal de TI / Soporte,CO,Bucaramanga,Diurno,Activo,2017-01-30
7053777332981784078,Allison Kim,Enfermero/a,CO,Bucaramanga,Administrativo,Activo,2020-05-30
7065982227432327970,Emily Scott,Médico General,CL,Concepción,Diurno,Inactivo,2017-09-16
7068853880293826922,Christopher Thomas,Médico General,MX,Monterrey,Diurno,Activo,2018-12-24
7076876779342920310,Eric Russell,Médico Especialista,CL,Concepción,Diurno,Activo,2018-03-15
7078603416767278000,Erika Johnson,Médico Especialista,CO,Cali,Diurno,Activo,2017-03-16
7081830198190048740,Francisco Gutierrez,Médico Especialista,CO,Medellín,Nocturno,Activo,2019-08-06
7089859689457969946,Ronald Martinez,Directivo / Gerencia,CO,Barranquilla,Tarde,Activo,2018-07-02
7097426343206037156,Laurie Vasquez,Médico Especialista,CO,Bogotá,Diurno,Activo,2023-06-14
7112679240963616459,Brian Brown,Médico Especialista,CO,Barranquilla,Nocturno,Inactivo,2020-11-10
7132389125639288728,John Russell,Administrativo - Facturación,MX,Puebla,Nocturno,Activo,2018-10-13
7133387148214262857,Debra Richmond,Auxiliar de Enfermería,ES,Valencia,Administrativo,Activo,2022-10-03
7154614983631609485,Justin Glover,Personal de Laboratorio,PE,Arequipa,Administrativo,Activo,2019-06-03
7155536692096777595,Bradley Fields,Auxiliar de Enfermería,CO,Ibagué,Nocturno,Activo,2018-07-05
7159312804293734332,Jacqueline Galloway,Administrativo - RRHH,CO,Bogotá,Nocturno,Inactivo,2023-09-19
7163369931706652304,Jessica Buck,Auxiliar de Enfermería,CO,Cali,Nocturno,Activo,2020-09-28
7164161516879616319,John Calderon,Auxiliar de Enfermería,CO,Ibagué,Tarde,Activo,2019-04-13
7170415481443105060,April Mahoney,Farmacéutico/a,CO,Bogotá,Nocturno,Activo,2021-01-06
7216948178077015944,Sara James,Enfermero/a,CO,Cali,Diurno,Activo,2019-11-04
7221615762028661785,Lauren Dixon,Enfermero/a,MX,Puebla,Nocturno,Activo,2017-02-01
7235928920821536573,Kristine Turner,Enfermero/a,CO,Barranquilla,Administrativo,Activo,2020-03-27
7238386805650370041,Charles Hawkins,Médico General,EC,Quito,Diurno,Activo,2019-03-12
